siren,denomination,naf_code,effectif,ville,anciennete,taux_chomage,croissance_pib,target_defaut
478730674,ALIZE,69.20Z,,MARSEILLE 16EME,22,,,0
478742133,COTTAREL LORENZETTI MASSONNAT RENUCCI,86.21Z,,MARSEILLE,24,,,0
478759244,VEGA CONSULTANTS,70.22Z,,MARSEILLE 4,22,,,0
478763634,SCI LAULERIE,68.20A,,MARSEILLE,22,,,0
478787260,PROCAST LTD,46.18Z,,MARSEILLE,22,,,0
478794043,SERENYS,88.10A,,MARSEILLE,22,,,0
478799356,STANELSA,46.45Z,,MARSEILLE 4,22,,,0
478806821,A E D,16.24Z,,MARSEILLE 14,22,,,0
478811326,OLCB,43.99C,,AIX-EN-PROVENCE,22,,,0
478823990,NOUVELLE GENERATION IMMOBILIER,41.10A,,MARSEILLE,22,,,0
478824840,LES TRAVAUX DU MIDI REUNIS L.T.M.R.,43.99C,,MARSEILLE,22,,,0
478848450,FCMC,93.12Z,,MARSEILLE,22,,,0
478863517,DANCE BOUTIQ' AVENUE,47.64Z,1-2,MARSEILLE 4EME,22,,,0
478863764,,43.21A,,MARSEILLE,22,,,0
478871817,GIE ALMAVIVA SANTE,82.11Z,100-199,AIX-EN-PROVENCE,22,,,0
478881048,,49.32Z,,MARSEILLE,22,,,0
478881477,LOVELY PLANET,46.49Z,20-49,MARSEILLE,22,,,0
478890387,PAMPLEMOUSSE PROD,59.11A,,MARSEILLE,22,,,0
478899776,FAMPLAC,68.20A,,AIX-EN-PROVENCE,22,,,0
478908346,CRM 13,82.20Z,100-199,AIX-EN-PROVENCE,22,,,0
478920317,,86.90F,,AIX-EN-PROVENCE,22,,,0
478929375,NENDO,47.78C,,MARSEILLE,22,,,0
479037475,INDECHIFFRABLES,94.99Z,,MARSEILLE,22,,,0
479075376,CAP-CONVERGENCES,70.22Z,,MARSEILLE,22,,,1
479101636,,96.02A,,MARSEILLE,22,,,0
479101677,,36.1K,,MARSEILLE,22,,,0
479105389,,86.90E,,MARSEILLE,22,,,0
479110348,P.C.C. (PRESSE CORSE COMMUNICATION),73.11Z,,AIX-EN-PROVENCE,22,,,0
479136509,,43.21A,,MARSEILLE 11EME,22,,,0
479140287,,43.32B,,MARSEILLE,22,,,0
479156663,,86.90E,,MARSEILLE,22,,,0
479178600,L.P.M.,49.41B,,MARSEILLE,22,,,0
479180622,,47.21Z,,MARSEILLE,22,,,0
479181679,,86.90D,,MARSEILLE,22,,,0
479199655,,47.89Z,,MARSEILLE 11EME,22,,,0
479214256,ART A LA MAISON,88.99B,,AIX-EN-PROVENCE,22,,,0
479234338,SCI BENA 7,68.20B,,MARSEILLE,22,,,0
479280638,,62.09Z,,MARSEILLE,22,,,0
479290645,KELLIAN,68.20A,,MARSEILLE 12,22,,,0
479297343,,71.11Z,0 salarié,MARSEILLE,22,,,0
479322018,SARL PRINCIPE,43.99C,,AIX-EN-PROVENCE,22,,,0
479362022,GD ANG CONCER CANCER GYNE MAME PERINE,85.59B,,AIX-EN-PROVENCE,24,,,0
479392235,ACADEMIE LIBRE,85.52Z,3-5,AIX-EN-PROVENCE,22,,,0
479405516,,43.99C,,MARSEILLE,22,,,0
479476608,NANOU 2,68.20B,,MARSEILLE,22,,,0
479501397,,43.22A,,AIX-EN-PROVENCE,22,,,0
479523458,NARB'AIX CYCLE SERVICES,45.40Z,,AIX-EN-PROVENCE,22,,,0
479527509,,74.6Z,,MARSEILLE,21,,,0
479528820,ARENOV',36.1G,,AIX-EN-PROVENCE,22,,,0
479549883,M.DI-TRENTO,68.10Z,,MARSEILLE,22,,,0
479585762,,86.90D,,AIX-EN-PROVENCE,22,,,0
479596199,WONDERFUL ORIGINAL ORGANISATION OF MARSEILLE,90.02Z,,MARSEILLE 16,22,,,0
479607681,,85.1C,,AIX-EN-PROVENCE,22,,,0
479636060,,96.02A,,AIX-EN-PROVENCE,22,,,0
479644676,,86.90D,,MARSEILLE,22,,,0
479660391,,49.32Z,,MARSEILLE,22,,,0
479660995,SARL ACF,46.72Z,,AIX-EN-PROVENCE,22,,,0
479678187,,86.90E,,MARSEILLE,22,,,0
479706269,SCI GIB & YVES BISSEAU,68.20B,,MARSEILLE,22,,,0
479724403,CHOMAIDE,94.99Z,,MARSEILLE,23,,,0
479729030,,86.90D,,MARSEILLE,22,,,0
479765448,CAB DE GESTION IMMOBILIERE VALLETTE,68.31Z,1-2,MARSEILLE,21,,,0
479778839,,86.90E,,MARSEILLE,23,,,0
479778839,,86.90E,,MARSEILLE,23,,,0
479800591,,43.31Z,,MARSEILLE,21,,,0
479802928,,95.11Z,,AIX-EN-PROVENCE,22,,,0
479816787,ASSO  CONCERT COORDIN ANIMAT BEAUMONT,94.99Z,,MARSEILLE 12,24,,,0
479825812,RAKOTRANS,49.41A,,MARSEILLE,22,,,0
479826067,Q3,58.29A,6-9,MARSEILLE,22,,,0
479868341,TENDAN'S,55.3A,,MARSEILLE,22,,,0
479878845,SCI LAFAYETTE,68.20B,,MARSEILLE,22,,,0
479902702,SCI SAINT PONS,68.20B,,MARSEILLE,22,,,0
479903320,FACYLA,68.20B,,MARSEILLE,22,,,0
479928731,CLICHEKO,94.99Z,,MARSEILLE,22,,,0
479941114,LE MONTESQUIEU,66.30Z,,AIX-EN-PROVENCE,22,,,0
479949026,MABEMA,64.20Z,1-2,AIX-EN-PROVENCE,22,,,0
479963050,,62.02A,,MARSEILLE,21,,,0
479963407,ASSOC SOLIDARITE AIDE FRANCO SYRIENNE,88.99B,,MARSEILLE,32,,,0
479965709,SCI LA MARINIERE,68.20B,,MARSEILLE,22,,,0
479970451,SCI D L HOSTEN,68.20A,,AIX-EN-PROVENCE,22,,,0
479991317,AUDACE,56.10A,,MARSEILLE,22,,,0
480008242,,85.51Z,,MARSEILLE,22,,,0
480020015,SCI CENTRE COMMERCIAL DE LA CROIX,68.20B,,MARSEILLE 11,22,,,0
480043520,SCI COTTALORDA,68.20A,,MARSEILLE 11,22,,,0
480059211,MEDITEC PROVENCE,69.20Z,20-49,AIX-EN-PROVENCE,22,,,1
480087832,SAS FIRM PROTECTION,74.6Z,,AIX-EN-PROVENCE,21,,,0
480108539,SCES SERRURERIE ASCENSEURS AUTO SCE,64.20Z,,MARSEILLE 4,21,,,0
480108570,AMH ASCENSEURS MEDITERRANEE HANDICAP,43.29B,,MARSEILLE 4,21,,,0
480108828,FERME EOLIENNE DE S.M.C.C.,35.11Z,,AIX-EN-PROVENCE,22,,,0
480143676,MC2,69.20Z,10-19,MARSEILLE,21,,,0
480155555,SCI CASTEL,68.20B,,MARSEILLE,22,,,0
480155894,MIYO TRANSPORT,49.41A,,MARSEILLE 15,21,,,0
480163666,,81.21Z,,MARSEILLE,21,,,0
480174564,SCI TDI,68.20B,,MARSEILLE,22,,,0
480176684,SOFIA,64.20Z,,MARSEILLE,22,,,0
480185214,,75.00Z,,MARSEILLE,21,,,0
480194737,ASSOCIATION UNITED RIDERS,94.99Z,,AIX-EN-PROVENCE,22,,,0
480226299,,86.90D,,MARSEILLE,22,,,0
480228915,,31.09B,,MARSEILLE,22,,,0
480229996,A.L.L.,82.19Z,1-2,MARSEILLE,22,,,0
480268861,SCI LOUIS & VICTOR,68.20A,,MARSEILLE 10,21,,,0
480304880,CENTRALE EOLIENNE DE LA FAGE,35.11Z,,AIX-EN-PROVENCE,22,,,0
480308758,CENTRALE EOLIENNE DES SABLONS SARL,35.11Z,,AIX-EN-PROVENCE,22,,,0
480309095,CENTRALE EOLIENNE MOULIN FROIDURE SARL,35.11Z,,AIX-EN-PROVENCE,22,,,0
480324714,,71.11Z,,MARSEILLE,21,,,0
480329515,CENTRALE EOLIENNE DES PLOS SARL,35.11Z,,AIX-EN-PROVENCE,22,,,0
480331941,,66.22Z,3-5,MARSEILLE,21,,,0
480339738,SCI LE GLOBE,68.20B,,MARSEILLE 14,22,,,0
480369198,,86.90E,,AIX-EN-PROVENCE,21,,,0
480406222,MUSE,70.22Z,10-19,MARSEILLE,21,,,0
480407055,CHARTREUX,68.31Z,1-2,MARSEILLE 4EME,21,,,0
480410653,,85.52Z,,AIX-EN-PROVENCE,21,,,0
480417369,AREMACS,94.99Z,20-49,MARSEILLE,22,,,0
480420496,SANAA,68.20A,,MARSEILLE,21,,,0
480420660,SCM LES ROSIERS,82.19Z,,MARSEILLE 14,22,,,0
480422435,SCI LUDEL,68.20A,,MARSEILLE,22,,,0
480467703,SOLEIL VERT,43.21A,1-2,AIX-EN-PROVENCE,21,,,1
480467828,INVEST LE PORT 2005,68.31Z,,AIX-EN-PROVENCE,21,,,1
480485499,BJN,47.52A,,MARSEILLE,21,,,0
480498294,SELARL ECCA NORD,69.20Z,,MARSEILLE 15,21,,,0
480515568,SCCV LE GLANUM,41.10D,,MARSEILLE,22,,,0
480535319,ABS RENOVATION,43.21A,10-19,MARSEILLE,21,,,0
480538024,BOURDIOL VIRGINIE EXPERTISES,69.20Z,3-5,MARSEILLE,21,,,0
480543370,,69.10Z,,MARSEILLE,21,,,0
480553502,,45.4C,,MARSEILLE 15EME,21,,,0
480557834,SN STELUS,25.12Z,,MARSEILLE,22,,,0
480572288,SELARL DE MEDECIN DOCTEUR GUENOUN,86.21Z,1-2,MARSEILLE,22,,,0
480580455,NAMAXAM,56.10A,,MARSEILLE 2,21,,,0
480589746,E.N.B RODRIGUEZ,47.59B,,MARSEILLE,21,,,0
480589878,LES MIMOSAS,55.10Z,,MARSEILLE,21,,,0
480597061,FINALEM,64.20Z,,AIX-EN-PROVENCE,22,,,0
480598093,,62.02A,,MARSEILLE,21,,,0
480619816,YILMAZ CONSTRUCTIONS,43.99C,,MARSEILLE,21,,,0
480620269,,47.73Z,,MARSEILLE,21,,,0
480650175,LES ARTISANS ASSOCIES DU SUD,45.3F,,MARSEILLE,21,,,0
480660091,SCI AL.MARE,68.20A,,MARSEILLE 4,21,,,0
480669597,AGENCE LOHMANN,70.3A,,MARSEILLE,21,,,0
480672112,S D P DAN ART DECO SERVICE,43.34Z,,MARSEILLE,22,,,0
480674761,PARO,68.20B,,MARSEILLE,21,,,0
480689421,LES CHORALIES SCI,68.20A,,AIX-EN-PROVENCE,21,,,0
480699206,,85.42Z,,MARSEILLE 15EME,22,,,0
480704253,,47.89Z,,MARSEILLE,21,,,0
480710813,MTC BATIMENT,43.99C,,MARSEILLE,21,,,0
480738012,AUTOUR DES 5 AVENUES,90.01Z,,MARSEILLE,22,,,0
480750330,,18.13Z,,AIX-EN-PROVENCE,21,,,0
480763283,LIMA CHARLIE RESTAURATION,56.10A,,AIX-EN-PROVENCE,21,,,0
480785732,TRANSCAUSSE-DEMIMPEX,49.42Z,10-19,MARSEILLE,21,,,0
480806736,SEFIRAT,41.10D,,MARSEILLE,21,,,0
480845643,LE FOURNIL DE L'ETOILE,10.71C,,MARSEILLE,21,,,0
480862465,ASD,47.91A,20-49,MARSEILLE,21,,,0
480881952,MACONNERIE REGANI,43.99C,,AIX-EN-PROVENCE,21,,,0
480912989,ANALAND,55.4B,,MARSEILLE,21,,,0
480939503,L'ABRICLO,68.20B,,AIX-EN-PROVENCE,21,,,1
480942234,LUZ IMMOBILIER,68.20B,,MARSEILLE,21,,,0
480943190,,46.19B,,MARSEILLE,21,,,0
480946987,,49.32Z,,MARSEILLE,21,,,0
480947001,,49.32Z,,MARSEILLE,21,,,0
480962919,,86.90D,,MARSEILLE,22,,,0
480968940,,86.21Z,,MARSEILLE,22,,,0
480972785,,43.99C,,MARSEILLE,21,,,0
480982255,,47.79Z,,MARSEILLE,21,,,0
480998095,LES PRIVILEGES,46.42Z,,MARSEILLE,21,,,0
481004992,SCI PONT DE MENTHE,68.20B,,AIX-EN-PROVENCE,21,,,0
481007755,,86.90D,,MARSEILLE 15EME,21,,,0
481010569,,68.20A,,MARSEILLE 14EME,21,,,0
481017614,PASCAL DISCH FINANCE,68.31Z,,AIX-EN-PROVENCE,21,,,0
481022374,HELIOS ENTRETIEN SERVICES,81.30Z,,MARSEILLE,21,,,0
481033793,CAPIMMO,68.20A,,AIX-EN-PROVENCE,21,,,0
481033900,,90.03A,,MARSEILLE,21,,,0
481052082,SCI BONNE BRISE GIRARD,68.20A,,MARSEILLE,21,,,0
481074441,AUTO ESCAPE,79.90Z,,MARSEILLE,21,,,0
481080984,S.T.P.S.,43.12A,,MARSEILLE 16,21,,,0
481130250,,69.10Z,,MARSEILLE,21,,,0
481148625,FEDERATION ART FIGHT CONTROL,90.01Z,,MARSEILLE,22,,,0
481148625,FEDERATION ART FIGHT CONTROL,90.01Z,,MARSEILLE,22,,,0
481159838,,86.22C,1-2,AIX-EN-PROVENCE,21,,,0
481159895,,86.90D,,MARSEILLE,21,,,0
481159911,,86.90E,,MARSEILLE,22,,,0
481166817,,47.29Z,,MARSEILLE,21,,,0
481186971,LIGUE SUD TAEKWONDO & DISCIPLINES ASSOCIEES PROVENCE ALPES COTE D'AZUR,85.51Z,1-2,AIX-EN-PROVENCE,29,,,0
481187904,LA BUREAUTIQUE,47.41Z,3-5,MARSEILLE,21,,,0
481213452,CABINET CORINNE COURBON,69.20Z,3-5,MARSEILLE,21,,,0
481214203,,53.20Z,,MARSEILLE,21,,,0
481220564,,69.10Z,,AIX-EN-PROVENCE,21,,,0
481220697,,86.90F,,MARSEILLE,21,,,0
481227866,,66.21Z,,AIX-EN-PROVENCE,21,,,0
481233104,ALFA PRIM,46.51Z,,MARSEILLE,21,,,0
481254993,INGEXPERT MAINTENANCE,74.1G,,MARSEILLE 14,21,,,0
481255495,,85.1G,,MARSEILLE,21,,,0
481259166,LE B A B A,94.99Z,,AIX-EN-PROVENCE,22,,,0
481271666,A.R.BAT,46.90Z,,MARSEILLE 11,21,,,0
481290948,,86.90D,,MARSEILLE,21,,,0
481293926,ANGEL NIMES,47.71Z,,MARSEILLE,21,,,0
481320083,A.A.C.E.R.,71.12B,1-2,MARSEILLE,21,,,0
481325983,DATCHA CUT,94.99Z,,AIX-EN-PROVENCE,22,,,0
481336873,,68.20A,,AIX-EN-PROVENCE,22,,,0
481370039,UNION NATIONALE DES ASSOCIATIONS AGREEES DU SYSTEME DE SANTE,94.99Z,50-99,AIX-EN-PROVENCE,22,,,0
481408615,,86.90D,,MARSEILLE,21,,,0
481411031,AKLI LARIBI,43.32A,,MARSEILLE,21,,,0
481411684,AIXOISE D'ELECTRO THERMIE,43.21A,,AIX-EN-PROVENCE,21,,,0
481412237,,86.90D,,MARSEILLE,21,,,0
481422475,ALLEO,46.90Z,50-99,AIX-EN-PROVENCE,21,,,0
481442671,,47.21Z,1-2,MARSEILLE,22,,,0
481443257,WEBPCPRO.COM,95.11Z,,MARSEILLE 10,21,,,0
481444792,S.T.I,46.39B,1-2,MARSEILLE,21,,,0
481460814,,69.10Z,,AIX-EN-PROVENCE,21,,,0
481461234,,70.22Z,,MARSEILLE,22,,,0
481461861,LFI EQUIPEMENT,33.20B,6-9,AIX-EN-PROVENCE,21,,,0
481462067,VIATRANS SA,49.41A,,AIX-EN-PROVENCE,22,,,0
481466738,,90.03A,,AIX-EN-PROVENCE,21,,,0
481504017,ADS AUTOMOBILES,50.1Z,,MARSEILLE,21,,,0
481518082,LAHO,77.32Z,,MARSEILLE 14,21,,,0
481552941,,95.23Z,,MARSEILLE,21,,,0
481556991,,70.10Z,,MARSEILLE,21,,,0
481581635,ETABLISSEMENT DIDEROT,70.22Z,,MARSEILLE,21,,,0
481597227,NUCLEUS.COM,43.29B,,MARSEILLE,21,,,0
481597425,PARQUETS D HIER ET D AUJOURD HUI,43.33Z,3-5,MARSEILLE,21,,,0
481620409,,86.21Z,,MARSEILLE,22,,,0
481633139,SCI PRISME,68.20A,,AIX-EN-PROVENCE,21,,,0
481634475,SOFROPAR,66.30Z,,AIX-EN-PROVENCE,21,,,0
481636710,,71.12B,,MARSEILLE,21,,,0
481659639,,47.11B,,MARSEILLE,21,,,0
481691491,SCI CISTEK,68.32A,,MARSEILLE,21,,,0
481713329,,74.2C,,AIX-EN-PROVENCE,21,,,0
481727592,,43.33Z,,MARSEILLE,21,,,0
481737336,SCI LES PATIOS DE L ESTAQUE,68.20B,,MARSEILLE,21,,,0
481785475,TECHNOCOS,82.92Z,,AIX-EN-PROVENCE,21,,,0
481833085,OLYMPIC,47.64Z,,MARSEILLE,21,,,0
481844553,CASANOVA 130,68.20B,,AIX-EN-PROVENCE,21,,,0
481860575,SARL PROTECH FACADES,43.99C,,MARSEILLE,21,,,0
481860575,SARL PROTECH FACADES,43.99C,,MARSEILLE,21,,,0
481880094,ABELIA CONCEPT,81.30Z,,MARSEILLE 11,21,,,0
481882801,SCI ARLATEN,68.20B,,MARSEILLE,50,,,0
481924686,,86.90D,,MARSEILLE,21,,,0
481929123,,52.4C,,MARSEILLE,21,,,0
481977544,FREDOMER,46.44Z,,MARSEILLE 16,21,,,0
481985422,,86.22C,,AIX-EN-PROVENCE,21,,,0
481998862,BRASSERIE LA SUITE,56.10A,20-49,MARSEILLE,21,,,0
482021037,LE FOURNIL DE LA SAUVAGERE,47.11B,3-5,MARSEILLE,21,,,0
482021037,LE FOURNIL DE LA SAUVAGERE,47.11B,3-5,MARSEILLE,21,,,0
482022100,TRANSCOPACK,45.40Z,3-5,MARSEILLE,21,,,0
482023793,SAD DISTRIBUTION,46.90Z,3-5,AIX-EN-PROVENCE,22,,,0
482032216,SCM BROUARD DUCOS,82.19Z,,AIX-EN-PROVENCE,21,,,0
482037769,,68.31Z,,MARSEILLE,21,,,0
482043155,,43.32B,,MARSEILLE,21,,,0
482046000,,56.10C,,MARSEILLE,21,,,0
482051331,LES HALLES DE LA NERTHE,47.11C,1-2,MARSEILLE,21,,,0
482051364,METTATRON,43.21A,,MARSEILLE 4,21,,,0
482058856,,68.20A,,MARSEILLE,21,,,0
482066784,CONSEIL LOGISTIQUE SERVICE,52.29B,,MARSEILLE,21,,,0
482067402,SAUREL PHILIPPE SERVICES SPS,43.22A,,AIX-EN-PROVENCE,21,,,0
482074648,SPORTEZ VOUS BIEN,93.12Z,,MARSEILLE,35,,,0
482076783,SCI PAONE,68.20A,,MARSEILLE,21,,,0
482085008,,47.89Z,,MARSEILLE,21,,,0
482089422,,69.10Z,,AIX-EN-PROVENCE,21,,,0
482098605,,47.78C,,MARSEILLE,21,,,0
482105004,TAKI THAI,56.10A,,MARSEILLE,21,,,0
482118494,,93.19Z,,MARSEILLE,21,,,0
482157609,P.L.C.M.,56.10C,,MARSEILLE,21,,,0
482185444,,56.21Z,,MARSEILLE,21,,,0
482195401,,47.19B,,MARSEILLE,21,,,0
482215068,AUDIT CONSEIL FORMAT INGENIERIE INFORM,62.02A,1-2,MARSEILLE,21,,,0
482217189,,50.1Z,,MARSEILLE,21,,,0
482217726,,47.89Z,,MARSEILLE,21,,,0
482234655,SCI RY IMMO,68.20A,,MARSEILLE 15,21,,,0
482262995,,51.3V,,MARSEILLE,21,,,0
482297157,,96.02B,,MARSEILLE 4EME,21,,,0
482309499,,43.99C,,MARSEILLE,21,,,0
482323821,TRANSPORTS DURAND JEAN PIERRE,49.41B,,MARSEILLE 14,21,,,0
482325370,PITALUGUE EDITIONS,58.14Z,,MARSEILLE 2,21,,,0
482331295,SCI VARSOVIE,68.20A,,MARSEILLE,21,,,0
482332921,NANI,68.20A,,MARSEILLE,21,,,0
482333556,LA MARELLE,68.20B,,MARSEILLE,21,,,0
482362597,,49.32Z,,MARSEILLE,21,,,0
482378890,CIE MANAGEMENT TECH D'INGENIERIE,71.12B,,MARSEILLE,21,,,0
482380383,FAMILIAS,68.20A,,MARSEILLE,21,,,0
482392370,UCA,86.90A,,MARSEILLE 12,21,,,0
482392776,SARL MARSEILLE YACHTING,47.64Z,,MARSEILLE,21,,,0
482393238,E-G,73.11Z,,MARSEILLE 16,21,,,0
482404076,LE MAZET DU TILLEUL,68.20B,,AIX-EN-PROVENCE,22,,,0
482411071,,86.90D,,MARSEILLE,21,,,0
482443744,,96.09Z,,AIX-EN-PROVENCE,21,,,0
482471000,STEF JODAR PIERRE VERA JEAN,68.20B,,MARSEILLE,48,,,0
482489291,PASSERELLE ACTIONS CITOYENNETE,94.99Z,,MARSEILLE 14EME,21,,,0
482500717,,86.90D,,MARSEILLE,21,,,0
482596533,BOMBARDIER RECREATION PRODUCTS FRANCE,46.18Z,20-49,AIX-EN-PROVENCE,21,,,0
482597390,SAS S.G.P.I. - MARSEILLE,80.10Z,,MARSEILLE 11,21,,,0
482619293,,47.29Z,,MARSEILLE 14EME,21,,,0
482628898,ASS INTERNATIONAE DE CLIMATOLOGIE,94.99Z,,AIX-EN-PROVENCE,38,,,0
482632098,SCI DU MUSEE,68.20B,,MARSEILLE,21,,,0
482642543,ALTA ETIC,82.20Z,200-249,MARSEILLE,21,,,0
482655172,JADE,68.20B,,MARSEILLE 16EME,21,,,0
482709193,,49.32Z,,MARSEILLE,21,,,0
482722683,COMITE REGIONAL AERONAUTIQUE PACA,93.12Z,,AIX-EN-PROVENCE,21,,,0
482738184,SANTEOL,77.29Z,20-49,AIX-EN-PROVENCE,21,,,0
482746781,BLISTE,68.20B,,MARSEILLE,21,,,0
482776135,GUERRINI,43.34Z,,MARSEILLE,21,,,0
482810363,SONMEZ LIMITED,43.99C,,MARSEILLE,21,,,0
482817145,URBANCOOP,72.20Z,6-9,MARSEILLE,21,,,0
482820750,ANDAGE,68.20A,,MARSEILLE 4,21,,,0
482832599,HEAVEN CLIMBER SERVICES ET PAR ABREVIATION H.C. SERVICES,70.22Z,,AIX-EN-PROVENCE,21,,,0
482866803,SCI DU JAS BLANC,68.20B,,AIX-EN-PROVENCE,21,,,0
482907714,SELARL CHIRURG DENTISTES DR GHIPPONI,86.23Z,,MARSEILLE,21,,,0
482908324,COMPTOIR SANITAIRE CHAUFFAGE,46.74B,,MARSEILLE 10,21,,,0
482910122,,86.23Z,1-2,MARSEILLE,21,,,0
482975398,TRAJECTOIRE,68.20A,,MARSEILLE,21,,,0
483000675,SGC EVOLUTION,96.02A,3-5,AIX-EN-PROVENCE,21,,,0
483009346,,43.99C,,AIX-EN-PROVENCE,26,,,0
483035598,,74.20Z,,AIX-EN-PROVENCE,21,,,0
483057063,,51.4S,,AIX-EN-PROVENCE,21,,,0
483058046,,74.10Z,,MARSEILLE,21,,,0
483063574,CENTRALE EOLIENNE DE SALLEN SARL,35.11Z,,AIX-EN-PROVENCE,21,,,0
483071668,,90.03A,,MARSEILLE 15EME,22,,,0
483106761,,86.23Z,,MARSEILLE,21,,,0
483108957,FORMA TEAM,85.59A,,MARSEILLE 15,21,,,0
483116851,SCI ANTO,68.20A,,MARSEILLE,21,,,0
483119426,SPORT IMAGE,94.99Z,,MARSEILLE,21,,,0
483120523,OPERA,66.19B,6-9,AIX-EN-PROVENCE,21,,,0
483134532,SCI TOTEM,68.20B,,MARSEILLE,21,,,0
483142931,,68.20A,,MARSEILLE,21,,,0
483159356,GROUPE EPICURE,68.31Z,,AIX-EN-PROVENCE,21,,,0
483174835,,86.90E,,AIX-EN-PROVENCE,21,,,0
483180519,PISCINES JACQUES BRENS HOLDING,64.20Z,6-9,AIX-EN-PROVENCE,21,,,0
483221537,RENOVATION CONSTRUCTION TRADITIONELLES,51.5F,,MARSEILLE 11,21,,,0
483227070,,43.99C,0 salarié,MARSEILLE,21,,,0
483275764,EURL MEDIT-SUD,52.4Z,,MARSEILLE 5,21,,,0
483276515,,95.11Z,,MARSEILLE,21,,,0
483301370,ASSOCIATION LES PETITS MASSILIENS,94.99Z,,MARSEILLE,21,,,0
483302287,,68.31Z,,MARSEILLE,21,,,0
483324224,CHIRURGIENS DENTISTES DU DR RIGAUD,86.23Z,,MARSEILLE 11,21,,,0
483327086,MFB,68.20B,,MARSEILLE,21,,,0
483355731,MADO CONSEIL & RONDEMENT JOLIE,47.71Z,,MARSEILLE,21,,,0
483359659,TADA,82.99Z,,MARSEILLE,21,,,0
483376307,,61.20Z,,MARSEILLE,21,,,0
483383766,ACANOKI,70.22Z,,AIX-EN-PROVENCE,21,,,0
483426847,COPRO LA MAZENODE BT C,81.10Z,,MARSEILLE,21,,,0
483443057,THML,56.10A,,MARSEILLE 11,21,,,0
483455010,MASSILIART ORGANISATION,94.99Z,,MARSEILLE,24,,,0
483477964,PB IMMOBILIER,68.20B,,MARSEILLE,21,,,0
483489456,,74.20Z,,MARSEILLE 10EME,21,,,0
483491130,,47.99B,,MARSEILLE,21,,,0
483492435,PIZZA GRILL,56.10C,,MARSEILLE 10,21,,,0
483511804,LA CARBONADE,68.20B,,MARSEILLE,21,,,0
483517876,SCI PAULINE,68.20B,,MARSEILLE,21,,,0
483520102,SCI BORDE ROUET,68.20B,,MARSEILLE,21,,,0
483521951,,95.23Z,,MARSEILLE,21,,,0
483541926,SCM MARTINEZ PARAVISINI,82.19Z,,MARSEILLE,21,,,0
483542080,LE MAJE,68.20A,,MARSEILLE,21,,,0
483556403,STE FORMATION CONSEILS LANCEMENT ENTRE,70.22Z,1-2,AIX-EN-PROVENCE,21,,,0
483564084,SARL MODERN,68.20A,,MARSEILLE,21,,,0
483566055,ROMEO,68.20B,,MARSEILLE,21,,,0
483607032,PLACE RETRAITE.FR,73.11Z,,MARSEILLE 12,21,,,0
483629879,CASAS,64.20Z,,AIX-EN-PROVENCE,21,,,0
483630810,A J TELECOM,61.10Z,,AIX-EN-PROVENCE,21,,,0
483638078,FETICHE,47.71Z,,AIX-EN-PROVENCE,21,,,0
483669602,,92.6C,,MARSEILLE,21,,,0
483679635,SCI HORACE BERTIN,68.20A,,MARSEILLE,21,,,0
483716247,,86.90E,,MARSEILLE,21,,,0
483741054,PRESTIGE LIVRAISONS EXPRESS,49.41A,6-9,MARSEILLE,21,,,0
483741401,EC2,70.22Z,,MARSEILLE,21,,,0
483754172,CELINE F,96.02B,,MARSEILLE,21,,,0
483755757,,71.11Z,,AIX-EN-PROVENCE,21,,,0
483757613,FORMANET 13,85.59A,,MARSEILLE,21,,,0
483785499,,43.34Z,,MARSEILLE,21,,,0
483785671,FAIRE LE POINT INGENIERIE,70.22Z,,AIX-EN-PROVENCE,21,,,0
483793618,SCI STRASBOURG 95,68.20B,,MARSEILLE,21,,,0
483799748,SARL FANJU,68.20A,,MARSEILLE,21,,,0
483817250,,74.4A,,AIX-EN-PROVENCE,21,,,0
483832408,LINETHIS,68.20B,1-2,AIX-EN-PROVENCE,21,,,0
483832432,ALLOUER IMMOBILIER,68.31Z,,MARSEILLE 12,21,,,0
483855318,PASSION D ORIENT,94.99Z,,MARSEILLE,21,,,0
483863494,,52.6D,,MARSEILLE,21,,,0
483880761,,86.90F,,AIX-EN-PROVENCE,21,,,0
483985750,ASSOCIATION CULTURELLE ET SPORTIVE FEMMES DU MONDE,94.99Z,,MARSEILLE,22,,,0
483994455,ASCENSEURS SERVICES ACCESSIBILITE,33.20B,3-5,MARSEILLE,21,,,1
484004296,,90.03B,,AIX-EN-PROVENCE,23,,,0
484014311,,80.10Z,,AIX-EN-PROVENCE,21,,,0
484026240,,86.90F,,AIX-EN-PROVENCE,21,,,0
484040647,SIMARRO,43.32B,,MARSEILLE,21,,,0
484040662,EDYS,82.30Z,,MARSEILLE,21,,,0
484062633,CUSTOMER BUSINESS MANAGEMENT,70.22Z,6-9,AIX-EN-PROVENCE,21,,,0
484080056,CIOTAT SUD OPTIQUE,47.78A,,MARSEILLE 4,21,,,0
484081138,JOHN SIMMS REDACTION TECHNIQUE,82.11Z,,AIX-EN-PROVENCE,21,,,0
484081849,,43.34Z,,MARSEILLE,21,,,0
484090832,,43.99C,,AIX-EN-PROVENCE,21,,,0
484093224,BEN L.S.J.,68.20A,,MARSEILLE 10EME,21,,,0
484100094,S.R.C.,43.99C,,MARSEILLE 3,21,,,0
484112016,MAGHREB ORIENT,90.01Z,,MARSEILLE,21,,,0
